id,year,era,country,brand,campaign,agency,writer,director,genre,category,format,why,link
450,2022,2020s,New Zealand,NZ Transport Agency,Drive Soak,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NZ+Transport+Agency+Drive+Soak+commercial
451,2024,2020s,New Zealand,NZ Transport Agency,Road Safety campaigns,Clemenger BBDO,,,Social / Purpose,Advertising,Film,"A strong example of New Zealand advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=NZ+Transport+Agency+Road+Safety+campaigns+commercial
452,2010,2010s,Sweden,Volvo Trucks,Epic Split,Forsman & Bodenfors,,Andreas Nilsson,Product Demo / Craft,Advertising,Film,"A product demonstration transformed into a spectacular, instantly understandable film idea",https://www.youtube.com/results?search_query=Volvo+Trucks+Epic+Split+commercial
453,2011,2010s,Sweden,Volvo Trucks,The Hamster Stunt,Forsman & Bodenfors,,,Product Demo / Craft,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Trucks+The+Hamster+Stunt+commercial
454,2012,2010s,Sweden,Volvo Trucks,The Ballerina Stunt,Forsman & Bodenfors,,,Product Demo / Craft,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Trucks+The+Ballerina+Stunt+commercial
455,2014,2010s,Sweden,Volvo Trucks,The Epic Split,Forsman & Bodenfors,,Andreas Nilsson,Product Demo / Craft,Advertising,Film,"A product demonstration transformed into a spectacular, instantly understandable film idea",https://www.youtube.com/results?search_query=Volvo+Trucks+The+Epic+Split+commercial
456,2015,2010s,Sweden,Volvo Trucks,Look Who's Driving,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Trucks+Look+Who+s+Driving+commercial
457,2016,2010s,Sweden,Volvo Trucks,The Technician,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Trucks+The+Technician+commercial
458,2017,2010s,Sweden,Volvo Trucks,The Tower,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Trucks+The+Tower+commercial
459,2018,2010s,Sweden,IKEA,The Wonderful Everyday,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+The+Wonderful+Everyday+commercial
460,2019,2010s,Sweden,IKEA,Make Room for Life,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+Make+Room+for+Life+commercial
461,2020,2020s,Sweden,IKEA,The Trash Collection,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+The+Trash+Collection+commercial
462,2021,2020s,Sweden,IKEA,Fortune Favors the Frugal,Forsman & Bodenfors,,,Brand Film / TVC,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+Fortune+Favors+the+Frugal+commercial
463,2022,2020s,Sweden,IKEA,The Troll,Mother London,,,Humour,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+The+Troll+commercial
464,2023,2020s,Sweden,Volvo,Safety campaigns,Forsman & Bodenfors,,,Social / Purpose,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volvo+Safety+campaigns+commercial
465,2024,2020s,Sweden,IKEA,The Home of Possibility,Forsman & Bodenfors,,,Emotional,Advertising,Film,"A strong example of Sweden advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=IKEA+The+Home+of+Possibility+commercial
466,2010,2010s,Brazil,Dove,Real Beauty Sketches,Ogilvy Brazil,,John X Carey,Social / Purpose,Advertising,Film,"Shows how a brand can turn a social tension into a simple, highly shareable creative platform",https://www.youtube.com/results?search_query=Dove+Real+Beauty+Sketches+commercial
467,2011,2010s,Brazil,Coca-Cola,Happiness Machine,Ogilvy Brazil,,Joseph Kahn,Emotional,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Happiness+Machine+commercial
468,2012,2010s,Brazil,Johnnie Walker,Keep Walking,BBH London / Brazil,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Johnnie+Walker+Keep+Walking+commercial
469,2014,2010s,Brazil,Nivea,Protection Ad,FCB Brasil,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Nivea+Protection+Ad+commercial
470,2015,2010s,Brazil,Getty Images,From Love to Bingo,AlmapBBDO,,,Emotional,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Getty+Images+From+Love+to+Bingo+commercial
471,2016,2010s,Brazil,Budweiser,TagWords,Africa,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Budweiser+TagWords+commercial
472,2017,2010s,Brazil,Whiskas,Cats,AlmapBBDO,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Whiskas+Cats+commercial
473,2018,2010s,Brazil,Burger King,Burn That Ad,DAVID São Paulo,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Burger+King+Burn+That+Ad+commercial
474,2020,2020s,Brazil,Dove,Courage is Beautiful,Ogilvy Brazil,,,Social / Purpose,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Dove+Courage+is+Beautiful+commercial
475,2021,2020s,Brazil,Burger King,Moldy Whopper,DAVID São Paulo,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Burger+King+Moldy+Whopper+commercial
476,2022,2020s,Brazil,Heinz,It Has to Be Heinz,GUT São Paulo,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Heinz+It+Has+to+Be+Heinz+commercial
477,2023,2020s,Brazil,Coca-Cola,Masterpiece,WPP,,,Brand Film / TVC,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Masterpiece+commercial
478,2024,2020s,Brazil,Dove,The Code,Ogilvy,,,Social / Purpose,Advertising,Film,"A strong example of Brazil advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Dove+The+Code+commercial
479,2008,2000s,Mexico,Coca-Cola,Happiness Factory,Wieden+Kennedy,,,Emotional,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Happiness+Factory+commercial
480,2010,2010s,Mexico,Coca-Cola,Security Cameras,Ogilvy,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Security+Cameras+commercial
481,2015,2010s,Mexico,Corona,Desert Songs,Anomaly,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Corona+Desert+Songs+commercial
482,2016,2010s,Mexico,Coca-Cola,Taste the Feeling,Mercado-McCann,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Taste+the+Feeling+commercial
483,2018,2010s,Mexico,Tecate,Boxing / Beer campaigns,Nobox,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Tecate+Boxing+Beer+campaigns+commercial
484,2019,2010s,Mexico,Cerveza Victoria,Día de Muertos,Grey Mexico,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Cerveza+Victoria+D+a+de+Muertos+commercial
485,2020,2020s,Mexico,Corona,América Latina campaigns,Anomaly,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Corona+Am+rica+Latina+campaigns+commercial
486,2021,2020s,Mexico,Coca-Cola,Real Magic,WPP,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Coca+Cola+Real+Magic+commercial
487,2022,2020s,Mexico,Corona,El Último Trago,Anomaly,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Corona+El+ltimo+Trago+commercial
488,2024,2020s,Mexico,Corona,Sunbrew / global work,Anomaly,,,Brand Film / TVC,Advertising,Film,"A strong example of Mexico advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Corona+Sunbrew+global+work+commercial
489,2012,2010s,UAE,Emirates,Hello Tomorrow,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+Hello+Tomorrow+commercial
490,2014,2010s,UAE,Emirates,The Team That Couldn't Score,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+The+Team+That+Couldn+t+Score+commercial
491,2016,2010s,UAE,Emirates,The Game Changer,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+The+Game+Changer+commercial
492,2017,2010s,UAE,Emirates,We Are All in This Together,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+We+Are+All+in+This+Together+commercial
493,2018,2010s,UAE,Emirates,#HelloTomorrow,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+HelloTomorrow+commercial
494,2019,2010s,UAE,Emirates,Safety Video,Publicis Groupe,,,Social / Purpose,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+Safety+Video+commercial
495,2020,2020s,UAE,Emirates,We Are Here,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+We+Are+Here+commercial
496,2022,2020s,UAE,Emirates,Dubai to the World,Publicis Groupe,,,Brand Film / TVC,Advertising,Film,"A strong example of UAE advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Emirates+Dubai+to+the+World+commercial
497,2011,2010s,USA,Volkswagen,Think Blue / The Force era,Deutsch LA,,,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Volkswagen+Think+Blue+The+Force+era+commercial
498,2012,2010s,USA,Red Bull,Stratos,Ketchum,,,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Red+Bull+Stratos+commercial
499,2015,2010s,USA,Always,Unstoppable,Leo Burnett,,,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Always+Unstoppable+commercial
500,2016,2010s,USA,Apple,Frankie's Holiday,TBWA\Media Arts Lab,,,Brand Film / TVC,Advertising,Film,"A strong example of USA advertising craft, showing how a clear idea can make a brand memorable",https://www.youtube.com/results?search_query=Apple+Frankie+s+Holiday+commercial
